word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
serownik	+	-	3	k	eoi	i		NOT FOUND	
serpent	-	+	2	nt	ee	e		"instrument muzyczny, dęty, w kształcie wygiętej wężowo rury, używany dawniej w orkiestrach wojskowych"	артефакт
serpentyn	-	+	3	n	eey	y		"minerał o barwie zielonkawej, używany m.in. do wyrobu materiałów ogniotrwałych"	
serpentynit	-	+	4	t	eeyi	i		"skała metamorficzna o barwie zielonej, zbudowana głównie z serpentynu"	вещество
serw	-	+	1	rw	e	e		"w siatkówce, tenisie, badmintonie i tenisie stołowym: podanie piłki lub lotki na pole przeciwnika, wykonywane w momencie rozpoczęcia gry lub jej kolejnej fazy"	
serwer	+	-	2	r	ee	e	er	"w sieciach komputerowych: komputer lub program przeznaczony do obsługi użytkowników przez udostępnianie ich komputerom swoich zasobów i wykonywanie otrzymanych poleceń"	
serwetnik	+	-	3	k	eei	i		NOT FOUND	
serwilizm	-	+	3	zm	eii	i	izm	"bezkrytyczne podporządkowanie się jakiejś władzy"	
serwis	-	+	2	s	ei	i		"w siatkówce, tenisie, badmintonie i tenisie stołowym: podanie piłki lub lotki na pole przeciwnika, wykonywane w momencie rozpoczęcia gry lub jej kolejnej fazy"	
serwisek	+	+	3	k	eie	e	ek	NOT FOUND	
serwitorat	-	+	4	t	eioa	a		"w dawnej Polsce: przywilej wyłączający rzemieślników i kupców pracujących dla dworu królewskiego spod władzy miejskiej"	
serwitoriat	-	+	5	t	eioia	a		"w dawnej Polsce: przywilej wyłączający rzemieślników i kupców pracujących dla dworu królewskiego spod władzy miejskiej"	
serwitut	-	+	3	t	eiu	u		"prawo do korzystania z cudzej nieruchomości w określonym zakresie"	
serwohamulec	+	-	5	c	eoaue	e		NOT FOUND	
serwomechanizm	-	+	5	zm	eoeai	i	izm	"układ regulacji automatycznej służący do precyzyjnego sterowania obiektem"	
serwomotor	-	+	4	r	eooo	o		"urządzenie do uruchamiania maszyny, stosowane tam, gdzie siła człowieka nie wystarcza, lub w urządzeniach działających automatycznie"	артефакт
serwozawór	-	+	4	r	eoaó	ó		NOT FOUND	
serycyt	-	+	3	t	eyy	y		NOT FOUND	
serymetr	-	+	3	tr	eye	e	ymetr	NOT FOUND	
sesin	-	+	2	n	ei	i		"w buddyzmie zen: okres odosobnienia i medytacji, trwający od czterech do siedmiu dni"	
seskwiterpen	-	+	4	n	eiee	e		NOT FOUND	
sesterc	+	-	2	rc	ee	e		NOT FOUND	
seston	-	+	2	n	eo	o		"zawiesina w zbiornikach wodnych, składająca się z drobnych cząstek mineralnych, martwych cząstek pochodzenia organicznego oraz żywych organizmów planktonu"	
set	+	+	1	t	e	e		"część meczu w tenisie, siatkówce, tenisie stołowym i w badmintonie, którą wygrywa ten, kto pierwszy zdobędzie odpowiednią liczbę gemów lub punktów"	часть предмета
setbol	+	-	2	l	eo	o		"zagranie piłką decydujące o wygraniu seta"	
seton	+	-	2	n	eo	o	on	NOT FOUND	
setup	-	+	2	p	eu	u		NOT FOUND	
sex	-	+	1	x	e	e		"sklep z artykułami służącymi do uatrakcyjnienia doznań seksualnych"	
sex-shop	-	+	2	p	eo	o		"sklep z artykułami służącymi do uatrakcyjnienia doznań seksualnych"	
sezam	-	+	2	m	ea	a		"roślina pochodząca z Afryki, z nasion której otrzymuje się olej spożywczy i produkuje chałwę; też: nasiona tej rośliny"	растение
sezamek	+	-	3	k	eae	e	ek	"cukierek lub ciastko z ziarna sezamowego"	
sezon	-	+	2	n	eo	o		"pora roku"	
sełedec	+	-	3	c	eee	e		"kosmyk włosów na czubku ogolonej głowy, spleciony w warkocz lub rozpuszczony, noszony przez Kozaków zaporoskich"	
sfaleryt	-	+	3	t	aey	y		"minerał, najbogatsza ruda cynku"	
sfen	-	+	1	n	e	e		NOT FOUND	
sfenoid	-	+	3	d	eoi	i	oid	NOT FOUND	
sferofon	-	+	3	n	eoo	o		"elektroniczny instrument muzyczny, działający na zasadzie interferencji drgań"	артефакт
sferolit	-	+	3	t	eoi	i		"kuliste skupienie minerałów zbudowane z dużej ilości igiełkowatych kryształów"	
sferometr	-	+	3	tr	eoe	e		"przyrząd do pomiaru promieni krzywizny powierzchni kulistych"	артефакт
sferoplast	-	+	3	st	eoa	a		NOT FOUND	
sferosyderyt	-	+	5	t	eoyey	y		"skała osadowa o żółtawym lub brunatnym zabarwieniu, uboga ruda żelaza"	вещество
sfigmograf	-	+	3	f	ioa	a		"aparat do badania tętna"	артефакт
sfigmomanometr	-	+	5	tr	ioaoe	e		"aparat do mierzenia ciśnienia tętniczego krwi"	артефакт
sfingolipid	-	+	4	d	ioii	i		NOT FOUND	
shaker	+	-	2	r	ae	e	er	"naczynie do mieszania koktajli"	
shamisen	-	+	3	n	aie	e		"trzystrunowy japoński instrument muzyczny, przypominający banjo"	артефакт
shamrock	+	-	2	ck	ao	o		"trójlistna koniczyna będąca godłem narodowym Irlandii"	
shantung	-	+	2	ng	au	u		NOT FOUND	
shareware	-	-	4		aeae	e		"tanie oprogramowanie komercyjne dystrybuowane w sposób niesformalizowany, za które płaci się po określonym czasie jego bezpłatnego użytkowania"	
shift	-	+	1	ft	i	i		NOT FOUND	
shiitake	-	-	4		iiae	e		"jadalny grzyb rosnący na przewróconych drzewach, hodowany w Japonii i Chinach"	гриб
shintoizm	-	+	3	zm	ioi	i	izm	NOT FOUND	
shirting	-	+	2	ng	ii	i		"cienka, gęsta tkanina bawełniana z połyskiem"	материал
shoah	-	-	2	h	oa	a		"zagłada Żydów europejskich dokonana przez hitlerowców podczas II wojny światowej"	
shocking	-	+	2	ng	oi	i		"rzecz szokująca"	
shogunat	-	+	3	t	oua	a		NOT FOUND	
shop	-	+	1	p	o	o		"sklep z artykułami służącymi do uatrakcyjnienia doznań seksualnych"	
shopping	-	+	2	ng	oi	i	ping	"robienie zakupów w dużych centrach handlowych, będące formą spędzania wolnego czasu"	
short-track	-	+	2	ck	oa	a		"konkurencja łyżwiarstwa szybkiego rozgrywana na krótkim torze, na lodowisku do hokeja"	
show	-	-	1	w	o	o		"widowisko artystyczno-rozrywkowe o charakterze rewiowym"	
show-biznes	-	+	3	s	oie	e		"produkcja programów rozrywkowych, zwłaszcza komercyjnych"	
show-business	-	+	4	ss	ouie	e		"produkcja programów rozrywkowych, zwłaszcza komercyjnych"	
siad	-	+	2	d	ia	a		"w gimnastyce: pozycja siedząca"	
siaktyzm	-	+	3	zm	iay	y	yzm	NOT FOUND	
sial	-	+	2	l	ia	a		"zewnętrzna warstwa skorupy ziemskiej zbudowana z granitów i skał pokrewnych"	
sianokos	-	+	4	s	iaoo	o		"koszenie i suszenie traw"	
siarczan	-	+	3	n	iaa	a		"sól lub ester kwasu siarkowego"	
siarczek	-	+	3	k	iae	e	ek	"sól kwasu siarkowodorowego"	
siarczyn	-	+	3	n	iay	y		"sól lub ester kwasu siarkowego"	
siarkoalkohol	-	+	6	l	iaoaoo	o		NOT FOUND	
siarkoantymonin	-	+	7	n	iaoayoi	i		NOT FOUND	
siarkoarsenek	-	+	6	k	iaoaee	e	ek	NOT FOUND	
siarkocyjanek	-	+	6	k	iaoyae	e	ek	NOT FOUND	
siarkomierz	+	-	5	rz	iaoie	e		NOT FOUND	
siarkowiec	+	-	5	c	iaoie	e	iec	"statek przystosowany do transportu siarki"	
siarkownik	+	-	4	k	iaoi	i		NOT FOUND	
siarkowodór	-	+	5	r	iaooó	ó		"związek nieorganiczny siarki z wodorem, trujący, palny gaz o zapachu zgniłych jaj"	вещество
siarniczek	+	-	4	k	iaie	e	ek	NOT FOUND	
siarnik	+	-	3	k	iai	i		NOT FOUND	
siatkobeton	-	+	5	n	iaoeo	o		NOT FOUND	
siatkowiak	+	-	5	k	iaoia	a		NOT FOUND	
siatkówczak	+	-	4	k	iaóa	a		"nowotwór złośliwy siatkówki oka"	
siddur	-	+	2	r	iu	u		NOT FOUND	
siding	-	+	2	ng	ii	i		"okładzina elewacyjna naśladująca deski drewniane"	
sidol	-	+	2	l	io	o		NOT FOUND	
sidur	-	+	2	r	iu	u		"żydowski modlitewnik zawierający wszystkie modlitwy"	
siedemdziesiątak	+	-	8	k	ieeieiąa	a		NOT FOUND	
siedemnastak	+	-	5	k	ieeaa	a		NOT FOUND	
siedmiobok	-	+	5	k	ieioo	o		NOT FOUND	
siedmiobój	-	+	5	j	ieioó	ó		"dyscyplina sportowa składająca się z siedmiu konkurencji"	
siedmiokąt	+	-	5	t	ieioą	ą		NOT FOUND	
siedmiopalecznik	+	-	7	k	ieioaei	i		NOT FOUND	
siedmiopałecznik	+	-	7	k	ieioaei	i		NOT FOUND	
siedmiozgłoskowiec	+	-	8	c	ieioooie	e	iec	"o wersie: mający siedem zgłosek; też o utworze: składający się z takich wersów"	
sieheń	+	-	3	ń	iee	e		NOT FOUND	
siekacz	+	-	3	cz	iea	a		"nóż przeznaczony do siekania"	артефакт
siekaniec	+	-	5	c	ieaie	e	iec	"ziarna ołowiu z drobno posiekanego drutu, używane dawniej jako pociski nabojów"	
siekot	-	+	3	t	ieo	o		NOT FOUND	
siemieniec	+	-	6	c	ieieie	e	iec	NOT FOUND	
siemieniowiec	+	-	8	c	ieieioie	e	iec	NOT FOUND	
sienkiewiczyzm	-	+	6	zm	ieieiy	y	yzm	NOT FOUND	
sienniczek	+	-	4	k	ieie	e	ek	NOT FOUND	
siennik	+	-	3	k	iei	i		"duży worek wypchany słomą lub sianem służący jako materac"	артефакт
sieraczek	+	-	4	k	ieae	e	ek	NOT FOUND	
sierak	+	-	3	k	iea	a		NOT FOUND	
sierdzień	+	-	4	ń	ieie	e		NOT FOUND	
sierociniec	+	-	6	c	ieoiie	e	iec	"dom dla sierot"	
sierp	+	+	2	rp	ie	e		"ręczne narzędzie rolnicze do żęcia"	артефакт
sierpak	+	-	3	k	iea	a	ak	NOT FOUND	
sierpień	+	-	4	ń	ieie	e	ień	"ósmy miesiąc roku kalendarzowego"	месяц
sierpik	+	+	3	k	iei	i	ik	"mały sierp"	артефакт
siestrzan	+	-	3	n	iea	a		NOT FOUND	
siew	-	+	2	w	ie	e		"rzucanie nasion w przygotowaną glebę i przykrywanie ich ziemią"	
siewniczek	+	-	4	k	ieie	e	niczek	NOT FOUND	
siewnik	+	-	3	k	iei	i	nik	"maszyna rolnicza do wysiewania nasion roślin uprawnych i nawozów mineralnych"	артефакт
sikhizm	-	+	2	zm	ii	i	izm	"religia monoteistyczna pochodząca z Indii, uznająca istnienie ponadczasowego, wszechobecnego Boga, wobec którego wszyscy są równi"	
sil	-	+	1	l	i	i		"żyła skał magmowych zakrzepłych zwykle blisko powierzchni Ziemi, między dwiema warstwami skalnymi"	
silan	-	+	2	n	ia	a	an	NOT FOUND	
silanol	-	+	3	l	iao	o		NOT FOUND	
silfion	-	+	3	n	iio	o		NOT FOUND	
silikat	-	+	3	t	iia	a		"sztuczny kamień wyprodukowany z piasku i wapna"	
silikażel	-	+	4	l	iiae	e		"uwodniony dwutlenek krzemu, porowaty, o dobrych właściwościach adsorpcyjnych"	
silikon	-	+	3	n	iio	o		"syntetyczny związek wielkocząsteczkowy, niepalny, odporny chemicznie, produkowany w postaci olejów, żywic i kauczuków"	
silimanit	-	+	4	t	iiai	i		"minerał, polimorficzna odmiana krzemianu glinu"	
silit	-	+	2	t	ii	i	it	"materiał ceramiczny zawierający głównie węglik krzemu"	материал
sill	-	+	1	ll	i	i		"żyła skał magmowych zakrzepłych zwykle blisko powierzchni Ziemi, między dwiema warstwami skalnymi"	
silniczek	+	-	3	k	iie	e	niczek	"urządzenie przetwarzające ciepło, energię mechaniczną lub elektryczną na pracę napędzającą maszyny"	артефакт
silnik	+	-	2	k	ii	i	nik	"urządzenie przetwarzające ciepło, energię mechaniczną lub elektryczną na pracę napędzającą maszyny"	артефакт
silnikowiec	+	-	5	c	iioie	e	iec	NOT FOUND	
silos	-	+	2	s	io	o	os	"komora do przechowywania, przewietrzania oraz dosuszania ziarna"	
silosokombajn	-	+	5	jn	ioooa	a		"ciągnikowa maszyna rolnicza do zbioru i cięcia traw, kukurydzy itp. na sieczkę"	артефакт
silumin	-	+	3	n	iui	i		"stop odlewniczy glinu z krzemem, o dużej wytrzymałości i odporności na korozję"	
silwit	-	+	2	t	ii	i		NOT FOUND	
simens	+	-	2	ns	ie	e		"jednostka przewodności elektrycznej, będąca odwrotnością oma"	единица измерения
simlock	+	-	2	ck	io	o		NOT FOUND	
simpleks	-	+	2	ks	ie	e		"układ teletransmisyjny, w którym sygnały można przesyłać tylko w jednym kierunku"	
simplex	-	+	2	x	ie	e		NOT FOUND	
simum	-	+	2	m	iu	u		NOT FOUND	
singel	+	-	2	l	ie	e		"płyta z nagraniem jednego utworu muzycznego na każdej stronie"	
singelton	+	-	3	n	ieo	o		NOT FOUND	
singiel	+	-	3	l	iie	e	iel	"płyta z nagraniem jednego utworu muzycznego na każdej stronie"	
singleton	-	+	3	n	ieo	o		NOT FOUND	
singspiel	-	+	3	l	iie	e	iel	"utwór sceniczny z dialogiem mówionym i wstawkami muzycznymi, popularny w Niemczech w XVIII w."	
siniaczek	+	-	4	k	iiae	e	ek	NOT FOUND	
siniak	+	-	3	k	iia	a		"miejscowe, sine zabarwienie skóry powstające wskutek podskórnego wylewu krwi"	
siniec	+	-	3	c	iie	e	iec	NOT FOUND	
sintoizm	-	+	3	zm	ioi	i	izm	"politeistyczny kult religijny w Japonii, wywodzący się z animistycznej czci dla zjawisk przyrody i zmarłych przodków"	
sintrom	-	+	2	m	io	o		NOT FOUND	
sinus	+	-	2	s	iu	u		"funkcja trygonometryczna, stosunek przyprostokątnej przeciwległej do danego kąta do przeciwprostokątnej"	
siogunat	-	+	4	t	ioua	a		"w Japonii: forma sprawowania władzy, w której faktyczną władzę posiadał szogun; też: okres w historii Japonii, w którym władza była sprawowana w ten sposób"	
siostrzan	-	+	3	n	ioa	a		"dotyczący siostry"	
siporeks	-	+	3	ks	ioe	e		NOT FOUND	
sirat	-	+	2	t	ia	a		NOT FOUND	
sirocco	+	-	3		ioo	o		"gorący i suchy wiatr południowy lub południowo-wschodni w basenie Morza Śródziemnego"	
sirwent	+	-	2	nt	ie	e		"pieśń trubadura"	
sisal	-	+	2	l	ia	a		NOT FOUND	
sit	-	+	1	t	i	i		"taktyka demonstracji bez użycia siły, polegająca na zajmowaniu miejsc w audytoriach lub gmachach parlamentu, uniemożliwiająca normalne zajęcia; też: zajmowanie miejsc na znak protestu w lokalach, gdzie stosowana jest segregacja rasowa"	
sitar	+	-	2	r	ia	a		"instrument muzyczny o gruszkowatym korpusie, długiej szyjce i trzech strunach, znany w Persji i w Indiach"	артефакт
sitcom	-	+	2	m	io	o		"komediowy serial telewizyjny, którego cechą szczególną jest dograny śmiech publiczności, mający puentować zabawne sceny lub dialogi"	
sitek	+	-	2	k	ie	e	ek	"sprzęt gospodarski służący do przesiewania mąki lub do cedzenia"	
sitniak	+	-	3	k	iia	a	niak	NOT FOUND	
sitodruk	-	+	3	k	iou	u		"drukowanie przez naciągniętą na ramę siatkę, na której elementy niedrukujące pokryte są substancją nieprzepuszczającą farby"	
sitokrzew	-	+	3	w	ioe	e		NOT FOUND	
siucht	-	+	2	cht	iu	u		NOT FOUND	
siup	-	+	2	p	iu	u		"wykrzyknik wyrażający zachętę do skoku lub oznaczający szybki ruch, skok"	движение
siurczek	+	-	3	k	iue	e	ek	NOT FOUND	
siutaż	-	+	3	ż	iua	a		NOT FOUND	
siwaizm	-	+	3	zm	iai	i	izm	"nurt w hinduizmie uznający Śiwę za najwyższego boga"	
siwak	+	-	2	k	ia	a		"garnek, dzbanek gliniany w kolorze stalowoszarym lub czarnym"	
siwert	+	-	2	rt	ie	e		NOT FOUND	
sizal	-	+	2	l	ia	a		" gatunek agawy uprawiany w krajach tropikalnych jako roślina włóknodajna"	растение
siècle	-	+	2		ie	e		"dekadenckie tendencje w życiu społecznym, obyczajowości, literaturze i sztuce końca XIX w."	
siódmaczek	+	-	4	k	ióae	e	ek	NOT FOUND	
siódmak	+	-	3	k	ióa	a		NOT FOUND	
siąg	-	+	2	g	ią	ą		NOT FOUND	
sięgacz	+	-	3	cz	ięa	a		NOT FOUND	
siłomierz	+	-	4	rz	ioie	e		"przyrząd służący do pomiaru siły"	артефакт
siłownik	+	-	3	k	ioi	i		NOT FOUND	
siłowskaz	-	+	3	z	ioa	a		NOT FOUND	
sjenit	-	+	2	t	ei	i		"magmowa skała głębinowa zbliżona do granitu, o jasnoszarej lub różowej barwie"	вещество
skabinat	-	+	3	t	aia	a		NOT FOUND	
skafander	+	-	3	r	aae	e	er	"kurtka z kapturem, chroniąca przed wiatrem i opadami"	артефакт
skafanderek	+	-	4	k	aaee	e	ek	"kurtka z kapturem, chroniąca przed wiatrem i opadami"	артефакт
skafit	-	+	2	t	ai	i		"wymarły głowonóg"	
skaj	-	+	1	j	a	a		"tworzywo skóropodobne"	
skajlajt	-	+	2	jt	aa	a		"oszklone okienko w dachu kabiny lub w pokładzie statku"	
skalar	-	+	2	r	aa	a		"wielkość, którą charakteryzuje jedynie wartość liczbowa, a nie kierunek, np. pole lub temperatura"	абстрактное понятие
skaleniowiec	+	-	6	c	aeioie	e	iec	NOT FOUND	
skalenoedr	-	+	4	dr	aeoe	e		NOT FOUND	
skalenoid	-	+	4	d	aeoi	i		NOT FOUND	
skaleń	+	-	2	ń	ae	e		"minerał skałotwórczy, zwykle biały, czerwony lub szary"	
skalniak	+	-	3	k	aia	a		"kompozycja roślinna w ogrodzie, której podłożem są kamienie ułożone na małym kopczyku"	
skalnicowiec	+	-	5	c	aioie	e	iec	NOT FOUND	
skaloskop	-	+	3	p	aoo	o		NOT FOUND	
skalp	-	+	1	lp	a	a		"skóra z włosami zdarta z czaszki pokonanego wroga, stanowiąca trofeum wojenne Indian i niektórych ludów starożytnych"	
skalpel	+	-	2	l	ae	e	el	"mały nóż używany w chirurgii"	артефакт
skamł	-	+	1	mł	a	a		NOT FOUND	
skan	-	+	1	n	a	a		"plik komputerowy powstający w wyniku skanowania jakiegoś obrazu graficznego"	
skand	-	+	1	nd	a	a		"pierwiastek chemiczny, srebrnobiały metal, aktywny chemicznie"	вещество
skandal	-	+	2	l	aa	a		"wydarzenie, które wywołuje zgorszenie i oburzenie; też: atmosfera wokół takiego wydarzenia"	
skandalik	-	+	3	k	aai	i		"wydarzenie, które wywołuje zgorszenie i oburzenie; też: atmosfera wokół takiego wydarzenia"	
skandowiec	+	-	4	c	aoie	e	iec	"każdy pierwiastek należący do trzeciej grupy układu okresowego pierwiastków"	
skandynawizm	-	+	4	zm	ayai	i	izm	NOT FOUND	
skaner	+	-	2	r	ae	e	er	"urządzenie wprowadzające do komputera zdjęcia, rysunki lub wydrukowane teksty"	артефакт
skaning	-	+	2	ng	ai	i	ing	NOT FOUND	
skanner	+	-	2	r	ae	e	ner	NOT FOUND	
skansen	-	+	2	n	ae	e		"krajoznawcze muzeum etnograficzne pod gołym niebem, gdzie eksponowane są zabytki budownictwa ludowego oraz sprzęty i narzędzia określonego regionu"	
skaplerz	+	-	2	rz	ae	e		NOT FOUND	
skapolit	-	+	3	t	aoi	i		NOT FOUND	
skarb	-	+	1	rb	a	a		"zbiór rzeczy drogocennych lub pieniędzy, zwykle ukrytych"	
skarbczyk	+	-	2	k	ay	y	czyk	"pomieszczenie przeznaczone do przechowywania pieniędzy, cennych przedmiotów, papierów wartościowych itp., odpowiednio zabezpieczone przed kradzieżą i pożarem"	
skarbek	+	-	2	k	ae	e	ek	NOT FOUND	
skarbiec	+	-	3	c	aie	e	iec	"pomieszczenie przeznaczone do przechowywania pieniędzy, cennych przedmiotów, papierów wartościowych itp., odpowiednio zabezpieczone przed kradzieżą i pożarem"	
skarbik	-	+	2	k	ai	i	ik	NOT FOUND	
skarn	-	+	1	rn	a	a		"skała metamorficzna, powstająca z przeobrażenia wapieni pod wpływem wysokiej temperatury i sąsiedztwa skał głębinowych"	вещество
skartabellat	-	+	4	t	aaea	a		"w dawnej Polsce: świeżo uzyskane szlachectwo, uprawniające do korzystania tylko z części przywilejów szlacheckich"	
skaryfikator	+	-	5	r	ayiao	o		"narzędzie chirurgiczne służące do skaryfikacji"	артефакт
skateboard	-	+	4	rd	aeoa	a		"deskorolka"	артефакт
skateboarding	-	+	5	ng	aeoai	i	ing	"jazda na deskorolce"	
skatepark	-	+	3	rk	aea	a		"wydzielony teren do jazdy i wykonywania różnych ewolucji na łyżworolkach lub deskorolkach"	
skateshop	-	+	3	p	aeo	o		"sklep, w którym sprzedawane są łyżworolki, deskorolki, ochraniacze i ubrania noszone przez skejtów"	
skating	-	+	2	ng	ai	i		"jazda na łyżwach, łyżworolkach lub deskorolce"	
skatol	-	+	2	l	ao	o		NOT FOUND	
skauting	-	+	3	ng	aui	i		"system wychowania dziewcząt i chłopców oraz ruch młodzieżowy, zapoczątkowany w Wielkiej Brytanii, ujęty w formę organizacji i rozpowszechniony w wielu krajach"	движение
skaz	-	+	1	z	a	a		"typ narracji w formie bezpośredniego, potocznego monologu mówionego"	
skałodrzew	-	+	3	w	aoe	e		"tworzywo otrzymywane z mieszaniny tlenku magnezu, chlorku magnezu, wypełniaczy i pigmentów"	
skecz	-	+	1	cz	e	e		"scenka o żartobliwej treści i żywym, dowcipnym dialogu, grywana w kabaretach i teatrach estradowych"	
skeczyk	-	+	2	k	ey	y	yk	"scenka o żartobliwej treści i żywym, dowcipnym dialogu, grywana w kabaretach i teatrach estradowych"	
skeet	-	+	2	t	ee	e		"konkurencja polegająca na strzelaniu do rzutków z myśliwskiej broni śrutowej"	
skeleton	-	+	3	n	eeo	o		"jednoosobowe sanki wyścigowe, kierowane poruszeniami ciała zawodnika leżącego na brzuchu, głową w kierunku jazdy"	
skepsis	-	+	2	s	ei	i		NOT FOUND	
skeptycyzm	-	+	3	zm	eyy	y	yzm	NOT FOUND	
skeumorfizm	-	+	4	zm	euoi	i	izm	"dokładne odtworzenie kształtu, barwy i funkcji przedmiotu oryginalnego w materiale zastępczym"	
skialpinizm	-	+	4	zm	iaii	i	izm	"zimowa wspinaczka na wysokie szczyty i przełęcze przy użyciu nart zaopatrzonych w foki oraz zjeżdżanie na nartach poza wyznaczonymi trasami narciarskimi"	
skiaskop	-	+	3	p	iao	o		"wziernik o płaskim zwierciadle używany przy skiaskopii"	
skiatron	-	+	3	n	iao	o		NOT FOUND	
skibob	-	+	2	b	io	o		"sanki sportowe składające się z siodełka osadzonego na płozach nart i kierownicy umożliwiającej sterowanie"	артефакт
skielet	-	+	3	t	iee	e		NOT FOUND	
skif	-	+	1	f	i	i		"jednoosobowa łódź wyścigowa wyposażona w dwa długie wiosła"	
skiff	-	+	1	ff	i	i		"jednoosobowa łódź wyścigowa wyposażona w dwa długie wiosła"	
skikjöring	-	+	2	ng	ii	i		"sport zimowy, w którym osoba jadąca na nartach po śniegu albo lodzie ciągnięta jest na lince przez zwierzę albo pojazd"	
skimming	-	+	2	ng	ii	i		"przestępstwo polegające na kopiowaniu pasków magnetycznych i podrabianiu kart płatniczych"	
skiofil	+	-	3	l	ioi	i		"organizm cieniolubny"	
skiofit	-	+	3	t	ioi	i		"roślina cieniolubna"	растение
skip	-	+	1	p	i	i		NOT FOUND	
skipass	-	+	2	ss	ia	a		"karnet uprawniający do korzystania z wyciągów narciarskich w jakiejś miejscowości, ważny przez określony czas"	
skipjack	+	-	2	ck	ia	a		NOT FOUND	
skipping	-	+	2	ng	ii	i	ping	NOT FOUND	
skir	+	-	1	r	i	i		NOT FOUND	
skit	-	+	1	t	i	i		"konkurencja polegająca na strzelaniu do rzutków z myśliwskiej broni śrutowej"	
skitouring	-	+	4	ng	ioui	i		NOT FOUND	
skiz	+	+	1	z	i	i		NOT FOUND	
skjer	-	+	1	r	e	e	er	NOT FOUND	
skjor	-	+	1	r	o	o		NOT FOUND	
sklep	-	+	1	p	e	e		"budynek lub pomieszczenie, w którym sprzedaje się towary"	
sklepek	+	-	2	k	ee	e	ek	NOT FOUND	
sklepiczek	-	+	3	k	eie	e	iczek	NOT FOUND	
sklepik	-	+	2	k	ei	i	ik	"budynek lub pomieszczenie, w którym sprzedaje się towary"	
sklereid	-	+	3	d	eei	i		"zdrewniała i zmineralizowana komórka roślinna występująca pojedynczo lub tworząca z innymi sklerenchymę"	
sklerofil	+	-	3	l	eoi	i		"roślina przystosowana do wegetacji w suchych siedliskach"	растение
sklerofit	-	+	3	t	eoi	i		"roślina przystosowana do wegetacji w suchych siedliskach"	растение
sklerometr	-	+	3	tr	eoe	e		"przyrząd do oznaczania twardości kryształów"	артефакт
skleroproteid	-	+	5	d	eooei	i		"białko o budowie włókienkowej, bardzo odporne na działanie enzymów i czynników chemicznych"	
skleroskop	-	+	3	p	eoo	o		"przyrząd do oznaczania twardości metalu"	артефакт
sklerotom	-	+	3	m	eoo	o		"część boczno-brzuszna u zarodka kręgowców, tworząca w dalszym rozwoju chrzęstny lub kostny szkielet osiowy dokoła struny grzbietowej"	часть предмета
skleryt	-	+	2	t	ey	y		"igiełka szkieletowa gąbek i jamochłonów, tworząca wraz z wieloma innymi ażurowe lub zbite szkielety"	
sklut	-	+	1	t	u	u		NOT FOUND	
skobel	+	-	2	l	oe	e		"metalowy pręt wbity dwoma końcami w futrynę drzwi, w wieko skrzyni itp., służący do zamykania czegoś"	артефакт
skobelek	+	-	3	k	oee	e	ek	NOT FOUND	
skocz	+	-	1	cz	o	o		"oderwać się na chwilę od ziemi, odbijając się nogami"	
skoczek	+	-	2	k	oe	e	ek	"ten, kto uprawia skoki"	
skoczeń	+	-	2	ń	oe	e	eń	"obiekt sportowy służący do wykonywania skoków wzwyż, w dal, narciarskich itp."	артефакт
skok	-	+	1	k	o	o		"oderwanie się na chwilę od jakiejś powierzchni poprzez odbicie się nogami"	
skokochron	-	+	3	n	ooo	o	ochron	"pożarniczy sprzęt ratunkowy w postaci napełnianej powietrzem poduszki lub brezentowego pasa rozpinanego nad ziemią"	
skokomierz	+	-	4	rz	ooie	e		NOT FOUND	
skolecyt	-	+	3	t	oey	y		NOT FOUND	
skoleks	+	-	2	ks	oe	e		"przednia część ciała tasiemca"	часть предмета
skolit	-	+	2	t	oi	i		"szczątek organizmu zwierzęcego występujący w skałach okresu kambryjskiego"	
skon	-	+	1	n	o	o		"zgon"	
skop	+	-	1	p	o	o		"kastrowany baran"	
skopczyk	+	-	2	k	oy	y	czyk	NOT FOUND	
skopek	+	-	2	k	oe	e	ek	"kastrowany baran"	
skopiec	+	-	3	c	oie	e	iec	"członek prawosławnej grupy wyznaniowej z XVIII w. w Rosji, uważającej ascezę i kastrację lub surową wstrzemięźliwość płciową za warunek zbawienia"	
skopuł	-	+	2	ł	ou	u	uł	NOT FOUND	
skorodyt	-	+	3	t	ooy	y		NOT FOUND	
skoropis	-	+	3	s	ooi	i		NOT FOUND	
skoropism	-	+	3	sm	ooi	i		NOT FOUND	
skoroszyt	-	+	3	t	ooy	y		"teczka z kartonu z przymocowanym wewnątrz metalowym urządzeniem do spinania luźnych kartek"	артефакт
skorowidz	+	-	3	dz	ooi	i		"alfabetyczny spis tematów, terminów naukowych, nazwisk itp. przytoczonych lub omówionych w danym dziele, umieszczony zwykle na jego końcu, z podaniem stron, na których każdą pozycję spisu można znaleźć"	
skorupnik	+	-	3	k	oui	i		NOT FOUND	
skos	-	+	1	s	o	o		"powierzchnia ukośna"	
skot	-	+	1	t	o	o		NOT FOUND	
skotofor	-	+	3	r	ooo	o		NOT FOUND	
skototron	-	+	3	n	ooo	o		NOT FOUND	
skotyzm	-	+	2	zm	oy	y	yzm	"scholastyczny kierunek filozoficzno-teologiczny z XIII–XIV w. akcentujący prymat woli nad rozumem"	абстрактное понятие
skowyk	-	+	2	k	oy	y		NOT FOUND	
